DATE,DVV,CC
2007-07-20,0.09492396088182865,0.8103262340172336
2007-07-21,0.1408370431953222,0.8282723367774414
2007-07-22,0.005146211464317655,0.8500913173572386
2007-07-23,-0.021433858355266316,0.8678743524954579
2007-07-24,-0.02268456173017178,0.8506526356288466
2007-07-25,0.027857163504124094,0.8495351590686305
2007-07-26,0.021067957166783786,0.8709991336697499
2007-07-27,0.09498289800532614,0.8190961399152723
2007-07-28,0.07905164068589834,0.8204093407227956
2007-07-29,0.04760585956942455,0.8318094477518763
2007-07-30,0.08476508981194905,0.8139971296762877
2007-07-31,0.12498773606532475,0.8277537141605817
2007-08-01,0.11861577929155052,0.8234538517206379
2007-08-02,0.12881997735026818,0.8315181334896725
2007-08-03,0.11465756754104335,0.8437962606515761
2007-08-04,0.10690272463541778,0.8398184833352533
2007-08-05,0.09489879279234094,0.8506709420936782
2007-08-06,0.10361556585887309,0.8576246374142574
2007-08-07,0.10703280642014432,0.8550653522774866
2007-08-08,0.09685750082935173,0.8523402584842065
2007-08-09,0.004873770156031303,0.8592857250061433
2007-08-10,-0.0026033651888283213,0.8660827241987445
2007-08-11,-0.005756949524024663,0.8707419202216538
2007-08-12,-0.0018047835075596225,0.8694819535855961
2007-08-13,-0.008035557290136204,0.8765985467792983
2007-08-14,-0.01005686100125366,0.881287180330636
2007-08-15,0.014796465322835416,0.8794887966945836
2007-08-16,-0.0005308716752647715,0.8754660356842404
2007-08-17,-0.004463665103318691,0.8748239105759126
2007-08-18,0.058715289918001984,0.883290357518905
2007-08-19,0.06364236517325263,0.8856802369331929
2007-08-20,0.06474076773545978,0.8878785766583358
2007-08-21,0.06611346895231786,0.8865972751916571
2007-08-22,0.0553521429230465,0.886668993267671
2007-08-23,0.05325924947839995,0.891166043968672
2007-08-24,0.0475621626299366,0.8965127510387941
2007-08-25,0.04711167803226205,0.901568174214933
2007-08-26,0.04354690042311594,0.9054508139562909
2007-08-27,0.043597719822927504,0.9079391978324876
2007-08-28,0.04497164526714408,0.9082370189384035
2007-08-29,0.04335925547469892,0.904738223897944
2007-08-30,0.045871685479609466,0.9028697506979357
2007-08-31,0.041649194492895905,0.8964323635423643
2007-09-01,0.037524552403628376,0.8889026099246558
2007-09-02,0.03688430190274193,0.8903421793231863
2007-09-03,0.04745334078289835,0.8907461197395522
2007-09-04,0.012823032469090905,0.8892367140554129
2007-09-05,0.010990769916046883,0.8895002479830714
2007-09-06,0.013096532067369996,0.884934738351776
2007-09-07,0.012935951752066447,0.8806566585059006
2007-09-08,0.014470913985052429,0.8743698085884885
2007-09-09,0.017670093349308465,0.8783265336318871
2007-09-10,0.014677386174988453,0.8781935355847462
2007-09-11,0.011834322294110257,0.8763983581142551
2007-09-12,0.014659502096278733,0.8752166787936237
2007-09-13,0.015059013629852111,0.8747438036267194
2007-09-14,0.013358823493984155,0.8756212736576641
2007-09-15,0.013988847778495954,0.8765901064229504
2007-09-16,0.016831625802360296,0.8789869839085062
2007-09-17,0.03516205322664629,0.8794139098214016
2007-09-18,0.040032340512618614,0.8814836049646075
2007-09-19,0.04344981936311578,0.8829324343695695
2007-09-20,0.04596598899512612,0.8837485990913782
2007-09-21,0.0502846312725885,0.884083130206121
2007-09-22,0.054778450343521905,0.8852055754578202
2007-09-23,0.05893035490285897,0.8871679179764395
2007-09-24,0.07567440899213906,0.8888513618318541
2007-09-25,0.0787522562687047,0.8906875056190956
2007-09-26,0.07829483594739968,0.8918881407258524
2007-09-27,0.08079863353195833,0.8928904820553901
2007-09-28,0.08043777712575963,0.8936191523474962
2007-09-29,0.08083088048699069,0.892671228709426
2007-09-30,0.0817907457467894,0.8928676954822891
2007-10-01,0.08456944246615816,0.8931716560717625
2007-10-02,0.08747581484921257,0.8932406797142572
2007-10-03,0.08944782638481405,0.8932707563104967
2007-10-04,0.09081487714263657,0.8929026516766576
2007-10-05,0.09736982135441244,0.8933523253292446
2007-10-06,0.10005882989096798,0.8930781212179767
2007-10-07,0.10178728549233619,0.8937614496983842
2007-10-08,0.10384969332503514,0.892234281566193
2007-10-09,0.10260499606633908,0.8945957013556425
2007-10-10,0.0984852718437665,0.8980998122241556
2007-10-11,0.09813817476132532,0.8998014911296741
2007-10-12,0.09973617260729864,0.9000092228958838
2007-10-13,0.10288015353765052,0.9005014777905385
2007-10-14,0.10614515274380973,0.9021798361836315
2007-10-15,0.10683643123733576,0.9028658344394769
2007-10-16,0.10608284016443782,0.9038616010874893
2007-10-17,0.10354040550236822,0.9049247999699884
2007-10-18,0.10776819986022199,0.9026038827249178
2007-10-19,0.10708431886005344,0.900684497202489
2007-10-20,0.12836964278297017,0.8984511301335351
2007-10-21,0.128420794338262,0.8945638126860558
2007-10-22,0.13285561103308488,0.8893132637332489
2007-10-23,0.13222842702380652,0.8845857935108137
2007-10-24,0.1326008541003808,0.8783619595341918
2007-10-25,0.12081184293072258,0.8736611037662309
2007-10-26,0.12183379078287053,0.8685727473818455
2007-10-27,0.12461436683557171,0.861937438635838
2007-10-28,0.12208830239583554,0.859829761717044
2007-10-29,0.1178152610035177,0.857857946939565
2007-10-30,0.12017319167693657,0.860906104011253
2007-10-31,0.1228455322003465,0.8622236063551295
2007-11-01,0.11964868427033519,0.8626506347740872
2007-11-02,0.11224649047573441,0.855666290849135
2007-11-03,0.1295500026608625,0.8537147004343444
2007-11-04,0.12008833005597012,0.8522344736380724
2007-11-05,0.12123375103290401,0.8503497482612391
2007-11-06,0.12600440733563772,0.8501294537204355
2007-11-07,0.1557571661206559,0.8516765483863273
