DATE,DVV,CC
2007-10-25,-0.16119247650659585,0.6395782154908504
2007-10-26,0.1606024010292434,0.7709218283835338
2007-10-27,0.4482363801341529,0.8174678023621168
2007-10-28,0.20435504178193714,0.8599769000040598
2007-10-29,0.19016591707399796,0.879040930937563
2007-10-30,0.17457653402605897,0.8858009808286976
2007-10-31,0.17177790946147792,0.8950369278345288
2007-11-01,0.1603437867660153,0.903055799347981
2007-11-02,0.17760170085569318,0.9109619136841027
2007-11-03,0.16042126674359075,0.9175162054768554
2007-11-04,0.17964853902163427,0.9212761447550921
2007-11-05,0.1748726083153863,0.9264073587737148
2007-11-06,0.17497593397843614,0.9308510474597559
2007-11-07,0.17545746606137122,0.9337321540747249
2007-11-08,0.1665074784700037,0.9376810985771724
2007-11-09,0.18285621039574282,0.9413072399169988
2007-11-10,0.1642325403837843,0.945212040934094
2007-11-11,0.15523019538267568,0.9509981436336646
2007-11-12,0.1350628756230015,0.9532379216295068
2007-11-13,0.1277319904504869,0.9546186602146572
2007-11-14,0.12304658643768976,0.9562011402146864
2007-11-15,0.11585287094079955,0.9573317633577628
2007-11-16,0.1169072968691258,0.9592003873631166
2007-11-17,0.11258276666136992,0.9616042600880028
2007-11-18,0.10593754800439507,0.9659808416155302
2007-11-19,0.08544577421274618,0.9660675927948086
2007-11-20,0.07911378690543598,0.9670639016725285
2007-11-21,0.0572628252062464,0.9681340469582093
2007-11-22,0.052828795401265345,0.9681344103974978
2007-11-23,0.050458885631025914,0.9670670868525711
2007-11-24,0.036641386294422526,0.9656586823762775
2007-11-25,0.05249639042717314,0.9681322838689695
2007-11-26,0.054155189925566796,0.9693604127768585
2007-11-27,0.05111567333243378,0.9706023016598484
2007-11-28,0.04384221697546596,0.970587365872936
2007-11-29,0.048069503390795874,0.9715378945420169
2007-11-30,0.04804261326373875,0.9725593591497693
2007-12-01,0.046957828006473114,0.972073069362917
2007-12-02,0.04648842467033115,0.9727417655274736
2007-12-03,0.04550531635903975,0.974873659457748
2007-12-04,0.016335919285466318,0.9784533604872021
2007-12-05,0.016805162824082967,0.9803381412664696
2007-12-06,0.014287792454363134,0.9813286724582807
2007-12-07,0.012249487685058208,0.9818561712335829
2007-12-08,0.011127826668430006,0.9820072488289154
2007-12-09,0.010468414463142634,0.9817258621832202
2007-12-10,0.010888984630298472,0.981527675660849
2007-12-11,0.011015999330573813,0.9815872947610083
2007-12-12,0.011341532521793683,0.9817799451672946
2007-12-13,0.010675009984474034,0.9820628984029175
2007-12-14,0.010491386186648953,0.9826774829228361
2007-12-15,0.011000527774908241,0.9833369591629659
2007-12-16,0.009530083019602611,0.9835675752120661
2007-12-17,0.004799947250121332,0.9836987184366679
2007-12-18,-0.0007880112702120417,0.983609808980655
2007-12-19,-0.005095029606393508,0.9834402013960489
2007-12-20,-0.0073939035107469095,0.9833560705893766
2007-12-21,-0.007144345210637711,0.9833573513107899
2007-12-22,-0.006997743166460793,0.9833556017491671
2007-12-23,-0.005922945952934617,0.9835900318578159
2007-12-24,-0.009453288372931398,0.9836074926633984
2007-12-25,-0.011493954870651468,0.9834734292357865
2007-12-26,-0.012399355251157882,0.98350859608905
2007-12-27,-0.013587071388757786,0.9835711302446326
2007-12-28,-0.01137646838961537,0.9838885862359192
2007-12-29,-0.011045196899697367,0.9837615468007381
2007-12-30,-0.008592098051997555,0.9838442325802101
2007-12-31,-0.006143320837695148,0.9840000531052111
2008-01-01,-0.004668624861034346,0.9842394328499171
2008-01-02,-0.0015831440068151419,0.9845368846788902
2008-01-03,-0.004530408846894823,0.9848331145297822
2008-01-04,-0.006360819904398593,0.9844746559558282
2008-01-05,-0.006368304314835751,0.9843120742925742
2008-01-06,0.0059583734574887425,0.9839102960555589
2008-01-07,0.0090358922229454,0.9830388564324981
2008-01-08,0.011262199136076621,0.9814936211868174
2008-01-09,0.012262691708026713,0.9796195453956709
2008-01-10,-0.0043467118920187614,0.9798401510799359
2008-01-11,-0.005642189142642627,0.9800249119146024
2008-01-12,-0.006024474417657384,0.9804555397969342
2008-01-13,-0.005595689880214756,0.9809276763555107
2008-01-14,-0.0068930293106477,0.9812577994819656
2008-01-15,-0.007258087916191751,0.9816660814824728
2008-01-16,-0.008040402216229465,0.9816671908331246
2008-01-17,-0.009465707301870317,0.9821421323662191
2008-01-18,-0.01157681990489218,0.9827451186165829
2008-01-19,-0.012164002444491503,0.9829629625082559
2008-01-20,-0.012334944721644484,0.9835119485028201
2008-01-21,-0.013119431865071857,0.9838266843746228
2008-01-22,-0.02834412009996644,0.9840074630362361
2008-01-23,-0.027960322167428282,0.9843113631751919
2008-01-24,-0.03417183896546759,0.9827481269139862
2008-01-25,-0.03510041895274747,0.9826142536118748
2008-01-26,-0.037036429256197816,0.9820195465372736
2008-01-27,-0.03929525956244718,0.9818632059711092
2008-01-28,-0.039304963862173324,0.9817946127459479
2008-01-29,-0.04068275043523979,0.9820178905747279
2008-01-30,-0.04342560682385496,0.9820588483650403
2008-01-31,-0.058225457120751396,0.9822425021254507
2008-02-01,-0.059546939825639196,0.982126112118308
2008-02-02,-0.0743001610529136,0.9816048823460339
2008-02-03,-0.06276340249138437,0.9808086432002616
2008-02-04,-0.06541364258783482,0.9804719804090141
2008-02-05,-0.08137320030245082,0.9799626723213151
2008-02-06,-0.08355070893451062,0.9793638213747635
2008-02-07,-0.08883098282679999,0.9786243522105993
2008-02-08,-0.08972927182622584,0.9787170880151429
2008-02-09,-0.08957232908876807,0.979020370612191
2008-02-10,-0.09012071559384108,0.9790503197295132
