DATE,DVV,CC
2017-07-28,-0.03644636045303519,0.9633158806056009
2017-07-29,0.07509910360642094,0.9683285391249933
2017-07-30,0.1407167061483326,0.9667176917476616
2017-07-31,0.11612225929013899,0.9789560270451326
2017-08-01,0.11673557388799757,0.9805661886065729
2017-08-02,0.11950017052208681,0.9780968611215662
2017-08-03,0.10841674093376223,0.9741894660798914
2017-08-04,0.07071213906272729,0.9699511380856373
2017-08-05,0.07364692720100348,0.9661204159054834
2017-08-06,0.08948707414029641,0.9709671778745017
2017-08-07,0.10741397561544078,0.9727508844430576
2017-08-08,0.1122129027850334,0.9724456067398966
2017-08-09,0.1183871397911421,0.9741840497862554
2017-08-10,0.12334832194510957,0.9748485620439439
2017-08-11,0.1296583796964705,0.9752635500411229
2017-08-12,0.13210863718798455,0.9772799762278965
2017-08-13,0.14414813321946668,0.9793471552910172
2017-08-14,0.1422416671590283,0.9798235423312537
2017-08-15,0.13802406719173468,0.979597125786731
2017-08-16,0.13973154717844044,0.9797230630252062
2017-08-17,0.1396449114805998,0.978764252541364
2017-08-18,0.13725604674861783,0.9778497773881119
2017-08-19,0.13451086196631928,0.9756627258231445
2017-08-20,0.14170239649013894,0.9770559757998235
2017-08-21,0.14452036378380095,0.9760829292093741
2017-08-22,0.1389752105395572,0.975191637045008
2017-08-23,0.14193177892404085,0.9751342057498796
2017-08-24,0.14228130927709773,0.974535338408007
2017-08-25,0.14173623610781405,0.9733805855579335
2017-08-26,0.14392859775937136,0.9730486182652305
2017-08-27,0.13545612318412403,0.9673605311473177
2017-08-28,0.1357451817543005,0.9661401269107984
2017-08-29,0.13791409343627023,0.9672662937765494
2017-08-30,0.13896524362417606,0.9671979227172609
2017-08-31,0.14245696079905054,0.9677480202855953
2017-09-01,0.1429400630594381,0.968748261771951
2017-09-02,0.14398986814474507,0.9692650657205496
2017-09-03,0.14028495429341128,0.9702492208819071
2017-09-04,0.14876939687835253,0.9714383632873361
2017-09-05,0.15428802505732522,0.9715609783189314
2017-09-06,0.15618757182259638,0.9706742453886773
2017-09-07,0.1535039985990717,0.9697968381661459
2017-09-08,0.15338529249294647,0.9695380117484071
2017-09-09,0.15479784980001343,0.9694512190938447
2017-09-10,0.1577118631711417,0.9703766851729241
2017-09-11,0.15754705928891652,0.9709989115110214
2017-09-12,0.15602639523825576,0.9703689696088537
2017-09-13,0.1562849417046675,0.9696132487321808
2017-09-15,0.15752377906540146,0.9701093409520761
2017-09-16,0.17090407673671376,0.9695636789671701
2017-09-17,0.1724963251010549,0.9702569748738381
2017-09-18,0.17343187740815008,0.9699479843859891
2017-09-19,0.17613956189117144,0.9688883185243589
2017-09-20,0.17455696695037676,0.9685990326012937
2017-09-21,0.17547992746037622,0.9685408983111659
2017-09-22,0.1788768201414031,0.9683182865593384
2017-09-23,0.17691201281534372,0.966569188474704
2017-09-24,0.17786867942518753,0.9665609317293392
2017-09-25,0.17884311964351052,0.9669616229515866
2017-09-26,0.17745730247391656,0.9672277260747837
2017-09-27,0.17640807769340422,0.9673050695213695
2017-09-28,0.17552751787563603,0.9675152902198051
2017-09-29,0.17255824039652767,0.9674908026712616
2017-09-30,0.1749014243522836,0.9676503292054424
2017-10-22,0.17394095592149741,0.968817570981682
2017-10-25,0.1740730866926237,0.9685685932254491
2017-10-26,0.1756740472154582,0.9676181412212064
2017-10-27,0.17511148017328604,0.966252587855605
2017-10-28,0.17138048047967436,0.9648491410209473
2017-10-29,0.17694222892100314,0.965189949946215
2017-10-30,0.17910768395734694,0.964440461025401
2017-10-31,0.18209849315617974,0.9637395800968586
2017-11-03,0.19835884618685443,0.9618207401363339
2017-11-11,0.1978548200962507,0.9567954847110336
2017-11-12,0.1937672430895279,0.9567044815790053
2017-11-14,0.1866182939288634,0.9577387866185681
2017-11-15,0.1810185665011137,0.9587902672047226
2017-11-17,0.17740949502535858,0.962722901505841
2017-11-18,0.17171875405502615,0.9630800420969359
2017-11-19,0.16598723908917762,0.9643987770197285
2017-11-20,0.16359690825997938,0.9653180290881326
2017-11-21,0.1604109257637523,0.9652796069292942
2017-11-22,0.1496152928293015,0.96605973959997
2017-11-23,0.1461075618538801,0.9675944698149367
2017-11-24,0.13839978535112288,0.969238915614779
2017-11-25,0.14600905312920476,0.9734152347824765
2017-11-26,0.1417686672535111,0.9738306201177523
2017-11-27,0.1345071289383728,0.9737562346077585
2017-11-28,0.12629601887135194,0.9747792152400503
2017-11-29,0.11633884008391798,0.9752721320410458
2017-11-30,0.11262273554169655,0.9753540602862423
2017-12-02,0.11225252678944718,0.9746963084517427
2017-12-05,0.09265409969982367,0.974007353174197
2017-12-07,0.08525438533754519,0.9743316056892669
2017-12-08,0.0689279551793078,0.9762599810471904
2017-12-09,0.06029643935576671,0.9768461193562922
2017-12-10,0.052070413012050336,0.9764928135027148
2017-12-11,0.04024362644513052,0.9766053307943638
2017-12-12,0.02667514300828848,0.9781276859170142
2017-12-13,0.022867587432905664,0.9788880210013854
2017-12-14,0.015934706064019807,0.978779852156903
2017-12-15,0.002344248293648467,0.980072548930075
2017-12-16,-0.0021289801337351115,0.9800990807032012
2017-12-17,-0.003049172984423111,0.9797485337504277
2017-12-18,-0.016393105867670007,0.9797782784282467
2017-12-19,-0.03181430464089423,0.97990470747832
2017-12-20,-0.03960372553826037,0.9793455000701008
2017-12-21,-0.053334563212553796,0.9795182849275371
2017-12-22,-0.06683630858173785,0.980806666786256
2017-12-23,-0.07820150220752294,0.980993125298755
2017-12-24,-0.08949085872211651,0.9797516950986704
2017-12-25,-0.11482589638161197,0.9765205498003559
2017-12-26,-0.12301794964099155,0.9743808073872657
2017-12-27,-0.12518031030130083,0.9723968336145604
2017-12-28,-0.1282830406483427,0.9704145070335335
